 1 RANKED  8760   HOUR AVERAGE  CONCENTRATION VALUES AT EACH RECEPTOR  

         DSLPM         1     (ug/m**3)    
         (24 hours/day processed)
     RECEPTOR (x,y) km        1 RANK     NLAT_WGS84  ELON_WGS84
 
     549.908  5047.561     1.0723E+00      45.579800 -122.360291
     544.848  5059.179     1.2401E-01      45.684711 -122.424072
     541.550  5056.826     2.8051E-01      45.663742 -122.466621
     546.445  5052.048     2.4076E-01      45.620422 -122.404243
     543.283  5051.059     4.1602E-01      45.611729 -122.444893
     536.097  5063.111     7.3126E-01      45.720612 -122.536156
     534.026  5058.771     1.2030E+00      45.681656 -122.563072
     536.755  5059.317     1.1042E+00      45.686428 -122.527985
     535.965  5057.941     1.5115E+00      45.674088 -122.538231
     528.169  5060.785     1.2463E+00      45.700047 -122.638161
     528.949  5059.239     1.0406E+00      45.686096 -122.628235
     530.436  5062.120     2.7913E+00      45.711967 -122.608955
     532.236  5059.575     1.1016E+00      45.688980 -122.585999
     525.836  5061.117     1.9380E+00      45.703125 -122.668114
     522.886  5066.571     2.9095E-01      45.752316 -122.705750
     525.548  5063.837     6.0186E-01      45.727615 -122.671669
     522.219  5062.396     6.0976E-01      45.714764 -122.714516
     523.966  5061.238     1.3810E+00      45.704277 -122.692123
     527.299  5056.889     8.8609E-01      45.665016 -122.649551
     524.882  5056.623     9.1471E-01      45.662712 -122.680595
     520.605  5059.766     3.9276E-01      45.691139 -122.735367
     525.310  5057.850     9.2770E-01      45.673740 -122.675041
     524.105  5059.286     1.3091E+00      45.686707 -122.690437
     525.725  5059.228     8.7886E-01      45.686127 -122.669640
     533.222  5057.417     2.0824E+00      45.669506 -122.573486
     529.782  5057.521     9.0059E-01      45.670601 -122.617645
     531.838  5057.626     1.5781E+00      45.671452 -122.591240
     532.087  5056.057     1.1256E+00      45.657322 -122.588150
     530.567  5055.618     9.7368E-01      45.653439 -122.607681
     529.175  5055.719     1.1939E+00      45.654408 -122.625542
     533.958  5050.750     1.0673E+00      45.609463 -122.564499
     532.588  5054.787     1.2374E+00      45.645866 -122.581802
     532.136  5053.295     1.1156E+00      45.632458 -122.587700
     533.592  5053.120     1.2298E+00      45.630814 -122.569031
     536.013  5050.138     6.2696E-01      45.603855 -122.538193
     537.577  5049.305     7.1257E-01      45.596275 -122.518204
     535.576  5056.772     1.1953E+00      45.663586 -122.543312
     534.050  5055.780     1.0162E+00      45.654732 -122.562973
     535.497  5055.289     1.2585E+00      45.650242 -122.544434
     538.927  5055.751     7.2585E-01      45.654217 -122.500381
     537.495  5055.285     1.1751E+00      45.650101 -122.518791
     534.870  5053.347     1.4103E+00      45.632793 -122.552620
     536.187  5052.998     7.4749E-01      45.629585 -122.535751
     537.620  5053.621     6.0725E-01      45.635117 -122.517319
     538.069  5052.077     6.7367E-01      45.621197 -122.511681
     539.854  5052.941     5.1532E-01      45.628872 -122.488708
     535.899  5051.381     7.9084E-01      45.615044 -122.539566
     537.851  5050.921     5.9398E-01      45.610802 -122.514565
     540.564  5050.365     4.6044E-01      45.605648 -122.479820
     540.541  5048.480     6.1074E-01      45.588680 -122.480270
     544.424  5047.475     6.6635E-01      45.579399 -122.430580
     547.674  5047.933     8.5962E-01      45.583305 -122.388885
     529.750  5053.946     1.1971E+00      45.638420 -122.618271
     528.097  5054.251     1.7619E+00      45.641239 -122.639465
     527.029  5054.718     1.1037E+00      45.645481 -122.653145
     526.013  5054.849     1.6798E+00      45.646702 -122.666176
     525.273  5055.463     1.9111E+00      45.652256 -122.675636
     524.943  5054.682     8.0685E-01      45.645237 -122.679909
     525.021  5053.628     9.0762E-01      45.635746 -122.678963
     524.974  5052.517     9.3021E-01      45.625751 -122.679626
     525.889  5053.385     8.5628E-01      45.633526 -122.667839
     527.721  5052.035     1.0160E+00      45.621307 -122.644417
     528.630  5053.432     1.5785E+00      45.633846 -122.632675
     529.360  5052.294     1.5703E+00      45.623569 -122.623375
     530.602  5052.467     1.4551E+00      45.625072 -122.607430
     531.419  5052.520     1.4268E+00      45.625515 -122.596947
     532.028  5051.245     9.0826E-01      45.614014 -122.589218
     483.970  5071.990     1.6943E-02      45.801289 -123.206284
     485.949  5071.985     1.9080E-02      45.801281 -123.180817
     487.981  5071.980     2.1254E-02      45.801277 -123.154663
     489.994  5071.977     2.3544E-02      45.801281 -123.128761
     491.973  5071.956     2.6090E-02      45.801121 -123.103294
     493.968  5071.755     2.9246E-02      45.799328 -123.077621
     495.983  5072.023     3.2431E-02      45.801758 -123.051689
     497.997  5072.005     3.6612E-02      45.801601 -123.025772
     499.993  5072.004     4.1720E-02      45.801598 -123.000092
     502.007  5072.022     4.8211E-02      45.801758 -122.974174
     503.968  5072.005     5.6331E-02      45.801594 -122.948936
     506.000  5072.007     6.7098E-02      45.801598 -122.922791
     507.996  5072.009     8.5385E-02      45.801594 -122.897102
     509.957  5071.995     1.0092E-01      45.801445 -122.871864
     512.006  5071.980     1.1605E-01      45.801277 -122.845497
     514.002  5072.002     1.2926E-01      45.801437 -122.819817
     515.998  5072.007     1.4219E-01      45.801437 -122.794128
     518.012  5072.013     1.5023E-01      45.801445 -122.768211
     520.009  5072.001     1.5139E-01      45.801281 -122.742516
     521.987  5071.990     1.6973E-01      45.801125 -122.717056
     524.001  5071.998     1.7585E-01      45.801128 -122.691147
     525.980  5072.006     1.6307E-01      45.801125 -122.665680
     527.976  5071.996     1.6679E-01      45.800961 -122.639992
     529.990  5071.988     1.8666E-01      45.800800 -122.614075
     532.004  5071.981     2.5647E-01      45.800648 -122.588158
     533.982  5072.009     3.1885E-01      45.800804 -122.562706
     535.979  5072.020     9.5171E-01      45.800804 -122.537010
     537.975  5071.979     1.4152E-01      45.800327 -122.511330
     539.954  5071.991     1.1348E-01      45.800327 -122.485863
     541.986  5071.987     8.2545E-02      45.800167 -122.459709
     544.000  5072.001     6.8532E-02      45.800167 -122.433792
     545.996  5071.980     5.7292E-02      45.799847 -122.408112
     547.992  5072.013     4.8921E-02      45.800011 -122.382423
     550.006  5072.011     4.3013E-02      45.799850 -122.356514
     551.985  5072.010     3.8409E-02      45.799690 -122.331047
     553.999  5072.009     3.4273E-02      45.799526 -122.305130
     555.978  5072.009     3.0487E-02      45.799370 -122.279671
     557.992  5071.992     2.6794E-02      45.799053 -122.253754
     559.988  5072.029     2.3120E-02      45.799213 -122.228073
     559.937  5069.995     2.4645E-02      45.780914 -122.228981
     557.976  5069.994     2.8354E-02      45.781075 -122.254204
     555.996  5070.011     3.2258E-02      45.781391 -122.279671
     553.999  5069.993     3.6524E-02      45.781387 -122.305359
     551.984  5069.994     4.1126E-02      45.781551 -122.331276
     549.969  5069.995     4.6294E-02      45.781708 -122.357201
     547.972  5070.015     5.3187E-02      45.782028 -122.382881
     545.975  5069.999     6.3670E-02      45.782021 -122.408569
     544.014  5070.021     7.7955E-02      45.782345 -122.433800
     541.981  5070.007     9.5399E-02      45.782345 -122.459946
     539.949  5070.011     2.1433E-01      45.782505 -122.486084
     537.987  5069.981     3.8913E-01      45.782345 -122.511330
     535.973  5069.987     6.9647E-01      45.782505 -122.537231
     534.029  5070.029     7.0347E-01      45.782982 -122.562241
     531.996  5070.018     3.7608E-01      45.782982 -122.588394
     530.000  5070.008     2.2160E-01      45.782978 -122.614067
     528.003  5069.999     2.0133E-01      45.782982 -122.639763
     525.988  5070.025     2.0835E-01      45.783295 -122.665680
     523.991  5070.017     2.1226E-01      45.783298 -122.691368
     521.994  5069.992     2.1121E-01      45.783138 -122.717064
     519.997  5070.003     1.7011E-01      45.783298 -122.742752
     517.983  5069.979     1.6907E-01      45.783138 -122.768661
     516.004  5070.009     1.5264E-01      45.783455 -122.794113
     513.989  5070.004     1.3808E-01      45.783455 -122.820038
     511.992  5070.000     1.2722E-01      45.783455 -122.845726
     509.960  5070.014     1.1575E-01      45.783615 -122.871872
     507.981  5069.994     1.0480E-01      45.783463 -122.897331
     505.984  5069.991     7.1691E-02      45.783455 -122.923019
     503.969  5069.972     5.9945E-02      45.783298 -122.948944
     501.990  5069.989     5.1232E-02      45.783455 -122.974396
     499.993  5070.006     4.4392E-02      45.783611 -123.000092
     497.996  5070.024     3.9054E-02      45.783772 -123.025780
     496.000  5070.008     3.4865E-02      45.783619 -123.051460
     493.985  5069.974     3.1323E-02      45.783302 -123.077377
     491.988  5070.011     2.8123E-02      45.783615 -123.103073
     489.991  5069.997     2.5342E-02      45.783463 -123.128761
     487.994  5070.000     2.2856E-02      45.783455 -123.154449
     485.998  5070.004     2.0553E-02      45.783455 -123.180130
     483.983  5070.009     1.8224E-02      45.783455 -123.206047
     483.995  5067.976     1.9748E-02      45.765160 -123.205826
     485.993  5068.006     2.2204E-02      45.765469 -123.180130
     487.991  5068.002     2.4698E-02      45.765472 -123.154442
     489.988  5067.999     2.7441E-02      45.765476 -123.128754
     492.003  5068.013     3.0558E-02      45.765633 -123.102844
     494.001  5067.993     3.4008E-02      45.765472 -123.077148
     495.981  5067.992     3.7646E-02      45.765476 -123.051682
     497.996  5067.991     4.1988E-02      45.765476 -123.025772
     500.011  5067.991     4.7599E-02      45.765480 -122.999855
     501.973  5067.955     5.4686E-02      45.765152 -122.974625
     503.988  5067.974     6.3923E-02      45.765316 -122.948715
     505.968  5067.993     7.6178E-02      45.765472 -122.923248
     507.983  5068.013     2.7415E-01      45.765633 -122.897339
     509.981  5067.999     1.8674E-01      45.765476 -122.871643
     511.978  5068.002     1.4876E-01      45.765472 -122.845963
     513.994  5067.989     1.4945E-01      45.765316 -122.820030
     516.009  5067.993     1.6137E-01      45.765312 -122.794121
     517.989  5067.999     1.8716E-01      45.765316 -122.768654
     519.986  5068.005     1.9323E-01      45.765312 -122.742973
     521.966  5067.994     2.1541E-01      45.765156 -122.717514
     523.981  5068.019     3.8851E-01      45.765312 -122.691597
     526.014  5068.010     3.7360E-01      45.765156 -122.665451
     527.976  5068.000     3.8196E-01      45.764992 -122.640221
     529.992  5067.957     3.4159E-01      45.764523 -122.614304
     531.971  5068.002     2.9661E-01      45.764835 -122.588844
     533.987  5068.013     5.7269E-01      45.764843 -122.562920
     536.020  5068.006     5.8662E-01      45.764671 -122.536781
     538.000  5068.001     3.5379E-01      45.764523 -122.511314
     539.997  5068.013     1.6910E-01      45.764519 -122.485634
     541.995  5067.991     1.0689E-01      45.764202 -122.459946
     543.993  5067.987     8.5416E-02      45.764038 -122.434250
     545.972  5068.001     6.9300E-02      45.764038 -122.408798
     548.006  5067.999     5.7508E-02      45.763882 -122.382645
     550.003  5067.997     4.9738E-02      45.763721 -122.356964
     552.001  5067.996     4.4060E-02      45.763565 -122.331276
     553.999  5067.995     3.9027E-02      45.763405 -122.305580
     555.996  5067.995     3.4416E-02      45.763245 -122.279907
     557.994  5067.978     3.0243E-02      45.762928 -122.254211
     559.992  5068.032     2.6286E-02      45.763245 -122.228516
     559.994  5065.999     2.8819E-02      45.744946 -122.228745
     557.995  5066.015     3.2859E-02      45.745262 -122.254433
     555.979  5065.997     3.7276E-02      45.745266 -122.280350
     553.998  5065.997     4.2036E-02      45.745422 -122.305817
     552.000  5065.998     4.7516E-02      45.745583 -122.331505
     550.002  5065.999     5.3956E-02      45.745739 -122.357185
     548.003  5066.001     6.2336E-02      45.745899 -122.382881
     545.987  5066.003     7.3971E-02      45.746056 -122.408798
     543.971  5066.006     8.9873E-02      45.746212 -122.434715
     542.008  5066.011     1.1334E-01      45.746384 -122.459946
     539.992  5065.997     1.7654E-01      45.746376 -122.485863
     538.012  5066.003     2.7015E-01      45.746540 -122.511322
     536.014  5065.991     3.7870E-01      45.746540 -122.537003
     534.015  5065.997     3.1253E-01      45.746693 -122.562706
     531.982  5065.969     3.3010E-01      45.746540 -122.588844
     529.984  5065.976     4.8841E-01      45.746693 -122.614525
     527.932  5065.985     8.6317E-01      45.746857 -122.640907
     525.969  5065.976     9.1222E-01      45.746853 -122.666145
     523.989  5065.986     5.4396E-01      45.747013 -122.691597
     521.991  5066.014     2.4755E-01      45.747334 -122.717278
     519.992  5066.007     2.3433E-01      45.747330 -122.742981
     517.994  5065.983     1.9989E-01      45.747169 -122.768669
     515.996  5066.013     1.7128E-01      45.747490 -122.794350
     513.998  5066.026     1.5828E-01      45.747650 -122.820038
     511.982  5066.004     1.5534E-01      45.747490 -122.845955
     509.984  5066.018     1.5658E-01      45.747646 -122.871643
     507.968  5066.015     1.9101E-01      45.747646 -122.897560
     506.005  5066.013     8.2127E-02      45.747650 -122.922798
     503.990  5065.976     6.8147E-02      45.747330 -122.948708
     501.991  5065.975     5.8379E-02      45.747330 -122.974403
     499.993  5065.975     5.0957E-02      45.747334 -123.000092
     497.995  5065.975     4.5244E-02      45.747330 -123.025780
     495.997  5065.994     4.0867E-02      45.747494 -123.051460
     493.981  5065.978     3.7080E-02      45.747334 -123.077377
     491.983  5065.980     3.3373E-02      45.747330 -123.103065
     489.985  5066.018     2.9891E-02      45.747646 -123.128754
     488.004  5066.004     2.6941E-02      45.747490 -123.154221
     485.988  5065.991     2.4245E-02      45.747337 -123.180138
     484.008  5065.995     2.1571E-02      45.747330 -123.205597
     483.985  5063.997     2.3769E-02      45.729343 -123.205826
     486.002  5064.010     2.6779E-02      45.729504 -123.179901
     487.983  5063.988     2.9697E-02      45.729343 -123.154442
     489.999  5064.020     3.2878E-02      45.729664 -123.128532
     491.980  5064.017     3.6576E-02      45.729664 -123.103073
     493.979  5063.997     4.0636E-02      45.729504 -123.077385
     495.978  5063.996     4.4524E-02      45.729507 -123.051689
     497.977  5063.995     4.8829E-02      45.729507 -123.026001
     499.993  5064.030     5.4436E-02      45.729824 -123.000092
     501.974  5064.013     6.1721E-02      45.729671 -122.974632
     503.973  5063.996     7.2180E-02      45.729507 -122.948936
     505.990  5063.997     8.9888E-02      45.729504 -122.923019
     507.971  5064.000     1.6342E-01      45.729511 -122.897552
     509.970  5064.003     1.4189E-01      45.729511 -122.871864
     511.986  5064.006     1.5799E-01      45.729504 -122.845955
     513.985  5064.010     1.6972E-01      45.729504 -122.820267
     515.966  5063.997     1.8372E-01      45.729343 -122.794807
     517.965  5063.967     2.1072E-01      45.729023 -122.769112
     519.999  5063.991     2.8209E-01      45.729187 -122.742973
     521.998  5064.033     3.3563E-01      45.729504 -122.717278
     523.961  5064.005     6.4938E-01      45.729183 -122.692055
     525.978  5063.996     6.0582E-01      45.729034 -122.666130
     527.994  5064.004     1.2378E+00      45.729023 -122.640221
     529.993  5064.031     5.2715E-01      45.729183 -122.614532
     531.974  5064.006     5.4046E-01      45.728870 -122.589073
     533.991  5064.017     3.5071E-01      45.728874 -122.563148
     535.990  5064.010     4.3061E-01      45.728706 -122.537460
     537.989  5064.004     3.1397E-01      45.728546 -122.511772
     539.970  5063.999     1.9242E-01      45.728394 -122.486313
     542.004  5063.977     1.2262E-01      45.728073 -122.460175
     543.986  5063.973     9.7251E-02      45.727917 -122.434708
     545.984  5063.988     8.0880E-02      45.727917 -122.409027
     547.966  5063.985     6.9081E-02      45.727757 -122.383560
     550.000  5064.001     5.9332E-02      45.727757 -122.357414
     551.981  5063.999     5.2044E-02      45.727592 -122.331963
     553.980  5063.999     4.6169E-02      45.727440 -122.306274
     555.997  5064.017     4.1059E-02      45.727444 -122.280350
     557.978  5063.999     3.6649E-02      45.727116 -122.254898
     559.978  5063.983     3.2367E-02      45.726803 -122.229195
     559.979  5061.985     3.6891E-02      45.708820 -122.229431
     557.997  5062.019     4.1497E-02      45.709297 -122.254890
     556.015  5062.019     4.6348E-02      45.709457 -122.280350
     554.015  5062.019     5.2080E-02      45.709618 -122.306046
     551.980  5062.001     5.8368E-02      45.709610 -122.332191
     549.980  5062.020     6.6069E-02      45.709930 -122.357880
     547.981  5062.005     7.7567E-02      45.709934 -122.383560
     545.981  5062.007     9.1746E-02      45.710087 -122.409256
     544.017  5062.011     1.0913E-01      45.710255 -122.434486
     541.982  5062.014     1.3959E-01      45.710407 -122.460632
     539.965  5062.019     3.6476E-01      45.710571 -122.486542
     538.001  5062.006     6.0697E-01      45.710564 -122.511772
     536.037  5062.030     1.4082E+00      45.710884 -122.537003
     534.037  5062.019     1.8209E+00      45.710888 -122.562698
     532.002  5061.990     1.4863E+00      45.710728 -122.588844
     530.003  5061.998     2.4310E+00      45.710888 -122.614525
     528.003  5061.989     8.3806E-01      45.710888 -122.640221
     525.986  5062.015     6.6981E-01      45.711205 -122.666138
     523.987  5062.025     1.0920E+00      45.711361 -122.691818
     522.005  5062.000     5.3749E-01      45.711205 -122.717285
     519.970  5062.046     3.7931E-01      45.711678 -122.743423
     517.970  5062.005     2.2812E-01      45.711365 -122.769127
     515.989  5061.999     2.0062E-01      45.711361 -122.794571
     513.972  5062.012     1.8096E-01      45.711525 -122.820488
     511.990  5062.026     1.6154E-01      45.711685 -122.845955
     509.990  5062.022     1.3284E-01      45.711681 -122.871651
     507.991  5061.984     1.3297E-01      45.711365 -122.897331
     506.009  5062.017     8.8042E-02      45.711681 -122.922798
     503.992  5061.998     7.5085E-02      45.711525 -122.948708
     501.975  5062.032     6.5760E-02      45.711842 -122.974625
     499.993  5061.997     5.8929E-02      45.711529 -123.000092
     497.994  5061.997     5.3407E-02      45.711525 -123.025772
     495.994  5061.998     4.9135E-02      45.711525 -123.051468
     493.995  5062.017     4.5053E-02      45.711681 -123.077148
     491.996  5062.002     4.0638E-02      45.711525 -123.102837
     489.978  5062.022     3.6493E-02      45.711678 -123.128761
     487.997  5062.008     3.3089E-02      45.711521 -123.154213
     485.979  5061.995     2.9836E-02      45.711369 -123.180138
     483.998  5061.982     2.6415E-02      45.711208 -123.205589
     484.010  5060.001     2.9276E-02      45.693378 -123.205368
     485.975  5060.014     3.3461E-02      45.693539 -123.180130
     487.975  5060.010     3.7235E-02      45.693535 -123.154449
     490.011  5060.024     4.1135E-02      45.693695 -123.128296
     491.993  5060.004     4.5625E-02      45.693542 -123.102837
     493.975  5060.037     5.0582E-02      45.693859 -123.077385
     495.975  5060.018     5.5017E-02      45.693703 -123.051697
     497.975  5059.999     5.9364E-02      45.693542 -123.026009
     499.958  5059.981     6.4983E-02      45.693382 -123.000542
     501.993  5059.981     7.2062E-02      45.693378 -122.974403
     503.958  5059.982     8.2156E-02      45.693378 -122.949165
     505.993  5059.984     1.2748E-01      45.693382 -122.923027
     507.994  5059.968     1.1867E-01      45.693218 -122.897324
     509.958  5059.989     1.3752E-01      45.693378 -122.872101
     511.994  5059.993     1.6774E-01      45.693386 -122.845955
     513.994  5059.979     1.9575E-01      45.693222 -122.820267
     515.994  5059.984     2.2191E-01      45.693222 -122.794579
     517.976  5060.025     2.5205E-01      45.693542 -122.769119
     519.976  5060.013     3.5472E-01      45.693382 -122.743431
     521.994  5060.002     4.4393E-01      45.693222 -122.717514
     523.941  5060.009     7.7910E-01      45.693218 -122.692505
     525.977  5059.982     1.6598E+00      45.692902 -122.666359
     527.995  5060.008     1.0329E+00      45.693058 -122.640442
     529.959  5059.982     9.6691E-01      45.692741 -122.615219
     531.995  5059.975     1.3091E+00      45.692589 -122.589066
     534.013  5059.985     1.0160E+00      45.692581 -122.563148
     535.960  5059.961     1.1255E+00      45.692268 -122.538147
     537.978  5059.973     7.7452E-01      45.692268 -122.512230
     539.978  5059.985     6.4522E-01      45.692261 -122.486542
     541.996  5059.981     1.7398E-01      45.692108 -122.460625
     543.996  5059.942     1.2864E-01      45.691631 -122.434944
     545.979  5059.991     1.0460E-01      45.691948 -122.409470
     547.979  5060.006     8.6433E-02      45.691944 -122.383781
     549.891  5059.986     7.4707E-02      45.691628 -122.359230
     551.997  5060.003     6.7238E-02      45.691628 -122.332184
     553.980  5059.985     6.0746E-02      45.691315 -122.306717
     555.998  5059.985     5.3510E-02      45.691154 -122.280800
     557.980  5060.003     4.7731E-02      45.691151 -122.255348
     559.981  5059.969     4.2470E-02      45.690678 -122.229652
     559.982  5057.953     4.8898E-02      45.672535 -122.229889
     557.963  5058.005     5.5391E-02      45.673172 -122.255806
     555.980  5057.969     6.2062E-02      45.673012 -122.281265
     553.997  5057.969     7.0101E-02      45.673172 -122.306725
     551.978  5058.005     7.8824E-02      45.673645 -122.332642
     549.977  5057.989     8.5242E-02      45.673649 -122.358330
     547.977  5057.938     9.6956E-02      45.673332 -122.384018
     545.976  5057.958     1.1817E-01      45.673649 -122.409706
     544.010  5057.979     1.4960E-01      45.673965 -122.434944
     541.974  5057.983     2.1253E-01      45.674126 -122.461082
     539.973  5058.023     5.8056E-01      45.674606 -122.486771
     537.972  5057.992     7.4097E-01      45.674438 -122.512459
     534.006  5058.005     1.3227E+00      45.674759 -122.563377
     531.970  5057.994     1.3753E+00      45.674759 -122.589523
     529.987  5058.002     1.2323E+00      45.674919 -122.614983
     528.004  5057.993     1.6404E+00      45.674923 -122.640442
     525.985  5058.019     7.7541E-01      45.675236 -122.666359
     524.020  5057.994     7.2207E-01      45.675083 -122.691589
     521.984  5058.004     4.5638E-01      45.675236 -122.717735
     519.965  5058.015     3.5093E-01      45.675400 -122.743652
     518.017  5057.991     2.8681E-01      45.675236 -122.768669
     515.964  5058.003     2.3952E-01      45.675392 -122.795029
     513.963  5057.981     2.0768E-01      45.675240 -122.820717
     511.980  5057.977     1.7625E-01      45.675240 -122.846184
     509.961  5058.009     1.4533E-01      45.675560 -122.872101
     508.049  5057.988     1.1873E-01      45.675396 -122.896652
     505.978  5057.986     1.1156E-01      45.675396 -122.923241
     503.977  5057.984     9.2277E-02      45.675396 -122.948936
     501.976  5058.001     8.0574E-02      45.675556 -122.974625
     500.011  5058.001     7.3939E-02      45.675560 -122.999855
     497.975  5058.001     6.7627E-02      45.675556 -123.026001
     495.974  5057.984     6.3176E-02      45.675396 -123.051689
     493.973  5057.986     5.7759E-02      45.675396 -123.077385
     491.973  5057.988     5.1852E-02      45.675396 -123.103065
     489.990  5058.009     4.7200E-02      45.675556 -123.128525
     487.971  5057.995     4.2800E-02      45.675404 -123.154449
     485.988  5058.016     3.7572E-02      45.675556 -123.179909
     483.988  5058.021     3.2010E-02      45.675556 -123.205589
     483.965  5056.023     3.4890E-02      45.657570 -123.205818
     486.019  5055.983     4.1977E-02      45.657253 -123.179451
     487.983  5055.961     5.0028E-02      45.657093 -123.154243
     489.959  5056.028     5.7558E-02      45.657726 -123.128883
     491.971  5055.973     6.0399E-02      45.657261 -123.103058
     493.983  5056.023     6.6303E-02      45.657730 -123.077232
     495.994  5056.004     7.3735E-02      45.657574 -123.051422
     497.988  5055.985     7.9183E-02      45.657410 -123.025826
     500.000  5056.003     8.6284E-02      45.657574 -123.000000
     501.976  5056.003     9.3422E-02      45.657574 -122.974640
     504.006  5056.004     1.0307E-01      45.657574 -122.948578
     505.982  5055.988     1.1302E-01      45.657413 -122.923218
     507.976  5055.990     1.2870E-01      45.657413 -122.897621
     509.970  5056.011     1.5142E-01      45.657578 -122.872032
     512.017  5055.997     1.8714E-01      45.657417 -122.845757
     513.993  5055.983     2.2136E-01      45.657253 -122.820389
     515.987  5056.006     2.6373E-01      45.657417 -122.794800
     517.981  5055.993     3.6794E-01      45.657253 -122.769203
     519.975  5055.982     4.5988E-01      45.657101 -122.743614
     521.969  5056.006     5.5239E-01      45.657253 -122.718018
     523.981  5055.996     6.3969E-01      45.657101 -122.692192
     525.975  5056.004     8.8279E-01      45.657097 -122.666595
     528.075  5055.977     1.0282E+00      45.656773 -122.639648
     529.999  5055.951     2.2750E+00      45.656460 -122.614952
     535.981  5055.965     1.4027E+00      45.656300 -122.538170
     537.975  5055.959     1.0317E+00      45.656139 -122.512581
     539.952  5055.989     5.8242E-01      45.656296 -122.487206
     541.999  5055.985     3.7499E-01      45.656139 -122.460930
     544.010  5056.016     1.8618E-01      45.656296 -122.435120
     545.987  5055.995     1.4189E-01      45.655979 -122.409744
     547.999  5055.993     1.1406E-01      45.655827 -122.383926
     549.958  5055.990     1.0304E-01      45.655663 -122.358780
     551.987  5055.989     9.1516E-02      45.655499 -122.332741
     553.964  5056.006     8.0669E-02      45.655502 -122.307365
     555.976  5055.971     7.3167E-02      45.655029 -122.281548
     557.988  5055.989     6.4277E-02      45.655025 -122.255722
     559.999  5056.044     5.5041E-02      45.655350 -122.229912
     559.983  5053.992     6.3569E-02      45.636883 -122.230370
     557.971  5053.973     7.5331E-02      45.636883 -122.256180
     556.029  5054.009     8.7913E-02      45.637363 -122.281097
     553.999  5053.991     1.0087E-01      45.637367 -122.307144
     552.004  5054.027     1.1081E-01      45.637840 -122.332733
     549.974  5054.010     1.2671E-01      45.637836 -122.358780
     547.961  5053.977     1.7554E-01      45.637684 -122.384613
     546.002  5053.962     1.8786E-01      45.637680 -122.409744
     543.972  5053.965     2.5451E-01      45.637836 -122.435791
     541.977  5054.004     3.5820E-01      45.638313 -122.461388
     539.982  5053.974     6.3678E-01      45.638161 -122.486984
     538.005  5053.997     7.3884E-01      45.638481 -122.512352
     535.922  5054.037     1.0933E+00      45.638950 -122.539070
     533.980  5053.973     1.1510E+00      45.638474 -122.563995
     531.985  5053.998     9.9979E-01      45.638794 -122.589592
     525.984  5053.988     1.2927E+00      45.638950 -122.666588
     523.989  5053.980     8.0472E-01      45.638954 -122.692192
     521.977  5053.973     5.3995E-01      45.638958 -122.718002
     519.982  5053.984     4.0888E-01      45.639114 -122.743607
     517.970  5053.960     3.9450E-01      45.638954 -122.769424
     515.975  5054.008     3.1888E-01      45.639435 -122.795021
     513.980  5054.003     2.5725E-01      45.639431 -122.820618
     511.985  5053.981     1.9341E-01      45.639271 -122.846214
     509.938  5054.013     1.6137E-01      45.639595 -122.872482
     507.978  5054.010     1.9593E-01      45.639591 -122.897629
     506.019  5053.990     1.5394E-01      45.639435 -122.922768
     503.971  5054.024     1.1827E-01      45.639751 -122.949043
     501.994  5054.005     1.1367E-01      45.639587 -122.974411
     500.000  5054.005     1.0205E-01      45.639591 -123.000000
     497.988  5054.023     9.4735E-02      45.639751 -123.025818
     495.975  5054.006     8.7320E-02      45.639587 -123.051643
     493.981  5054.008     7.8556E-02      45.639591 -123.077232
     491.968  5054.010     1.1186E-01      45.639587 -123.103065
     489.956  5054.013     8.1677E-02      45.639595 -123.128876
     487.979  5053.999     5.6626E-02      45.639435 -123.154243
     486.002  5054.003     4.6610E-02      45.639431 -123.179611
     483.990  5054.025     3.8749E-02      45.639587 -123.205429
     484.002  5051.992     4.3569E-02      45.621292 -123.205208
     485.980  5052.005     5.2614E-02      45.621449 -123.179840
     488.010  5051.983     6.5169E-02      45.621288 -123.153801
     489.988  5051.997     1.5667E-01      45.621449 -123.128426
     491.983  5051.994     1.7489E-01      45.621445 -123.102837
     493.996  5052.027     9.8726E-02      45.621761 -123.077019
     496.009  5052.008     1.0997E-01      45.621605 -123.051193
     497.969  5051.989     1.1982E-01      45.621441 -123.026054
     499.982  5051.989     1.3748E-01      45.621445 -123.000229
     501.995  5052.025     1.4640E-01      45.621765 -122.974411
     504.008  5052.008     1.4586E-01      45.621605 -122.948586
     506.003  5051.992     1.5409E-01      45.621449 -122.922997
     507.981  5051.994     1.7738E-01      45.621449 -122.897629
     509.976  5051.997     1.8746E-01      45.621449 -122.872032
     512.007  5052.001     2.8506E-01      45.621452 -122.845978
     513.967  5052.022     3.4359E-01      45.621601 -122.820839
     515.980  5051.992     3.5299E-01      45.621292 -122.795021
     517.993  5052.015     4.7133E-01      45.621449 -122.769196
     519.988  5051.986     5.1321E-01      45.621132 -122.743607
     521.983  5052.010     4.7096E-01      45.621284 -122.718018
     523.979  5052.035     6.6706E-01      45.621449 -122.692413
     525.992  5052.026     9.6792E-01      45.621292 -122.666595
     528.005  5051.999     9.9636E-01      45.620972 -122.640770
     529.965  5051.990     1.4763E+00      45.620811 -122.615631
     532.013  5052.000     1.0443E+00      45.620808 -122.589363
     533.955  5052.046     1.1345E+00      45.621128 -122.564453
